X_MM;Fi;Brightness
518;157,000;0,053
519;157,000;0,058
520;157,000;0,055
514;158,000;0,055
515;158,000;0,053
516;158,000;0,052
517;158,000;0,054
518;158,000;0,053
519;158,000;0,058
520;158,000;0,055
514;159,000;0,055
515;159,000;0,053
516;159,000;0,052
517;159,000;0,054
518;159,000;0,053
519;159,000;0,059
520;159,000;0,056
514;160,000;0,055
515;160,000;0,053
516;160,000;0,052
517;160,000;0,055
518;160,000;0,053
519;160,000;0,059
520;160,000;0,057
514;161,000;0,055
515;161,000;0,053
516;161,000;0,053
517;161,000;0,055
518;161,000;0,054
519;161,000;0,059
520;161,000;0,057
514;162,000;0,056
515;162,000;0,054
516;162,000;0,053
517;162,000;0,056
518;162,000;0,054
519;162,000;0,060
520;162,000;0,059
514;163,000;0,057
515;163,000;0,055
516;163,000;0,055
517;163,000;0,057
518;163,000;0,056
519;163,000;0,063
520;163,000;0,062
514;164,000;0,058
515;164,000;0,056
516;164,000;0,056
517;164,000;0,058
518;164,000;0,056
519;164,000;0,064
520;164,000;0,065
514;165,000;0,059
515;165,000;0,057
516;165,000;0,057
517;165,000;0,060
518;165,000;0,057
519;165,000;0,066
520;165,000;0,068
514;166,000;0,060
515;166,000;0,058
516;166,000;0,058
517;166,000;0,061
518;166,000;0,058
519;166,000;0,069
520;166,000;0,072
514;167,000;0,061
515;167,000;0,058
516;167,000;0,059
517;167,000;0,062
518;167,000;0,058
519;167,000;0,070
520;167,000;0,075
514;168,000;0,062
515;168,000;0,059
516;168,000;0,060
517;168,000;0,063
518;168,000;0,059
519;168,000;0,072
520;168,000;0,076
514;169,000;0,064
515;169,000;0,060
516;169,000;0,061
517;169,000;0,064
518;169,000;0,060
519;169,000;0,074
520;169,000;0,079
514;170,000;0,066
515;170,000;0,061
516;170,000;0,062
517;170,000;0,066
518;170,000;0,061
519;170,000;0,076
520;170,000;0,082
514;171,000;0,067
515;171,000;0,062
516;171,000;0,063
517;171,000;0,068
518;171,000;0,063
519;171,000;0,078
520;171,000;0,084
514;172,000;0,068
515;172,000;0,063
516;172,000;0,064
517;172,000;0,069
518;172,000;0,064
519;172,000;0,080
520;172,000;0,086
514;173,000;0,069
515;173,000;0,064
516;173,000;0,065
517;173,000;0,070
518;173,000;0,065
519;173,000;0,081
520;173,000;0,089
514;174,000;0,069
515;174,000;0,064
516;174,000;0,065
517;174,000;0,071
518;174,000;0,066
519;174,000;0,081
520;174,000;0,090
514;175,000;0,068
515;175,000;0,064
516;175,000;0,065
517;175,000;0,072
518;175,000;0,065
519;175,000;0,081
520;175,000;0,090
514;176,000;0,067
515;176,000;0,062
516;176,000;0,065
517;176,000;0,071
518;176,000;0,063
519;176,000;0,079
520;176,000;0,088
514;177,000;0,066
515;177,000;0,062
516;177,000;0,066
517;177,000;0,072
518;177,000;0,063
519;177,000;0,079
520;177,000;0,089
514;178,000;0,065
515;178,000;0,061
516;178,000;0,065
517;178,000;0,072
518;178,000;0,062
519;178,000;0,078
520;178,000;0,087
514;179,000;0,065
515;179,000;0,061
516;179,000;0,065
517;179,000;0,072
518;179,000;0,062
519;179,000;0,078
520;179,000;0,088
514;180,000;0,065
515;180,000;0,061
516;180,000;0,064
517;180,000;0,071
518;180,000;0,062
519;180,000;0,078
520;180,000;0,088
514;181,000;0,066
515;181,000;0,062
516;181,000;0,064
517;181,000;0,071
518;181,000;0,063
519;181,000;0,078
520;181,000;0,088
514;182,000;0,067
515;182,000;0,062
516;182,000;0,063
517;182,000;0,071
518;182,000;0,064
519;182,000;0,079
520;182,000;0,088
514;183,000;0,068
515;183,000;0,063
516;183,000;0,064
517;183,000;0,072
518;183,000;0,065
519;183,000;0,080
520;183,000;0,089
514;184,000;0,069
515;184,000;0,063
516;184,000;0,065
517;184,000;0,074
518;184,000;0,065
519;184,000;0,080
520;184,000;0,090
514;185,000;0,069
515;185,000;0,063
516;185,000;0,066
517;185,000;0,075
518;185,000;0,066
519;185,000;0,080
520;185,000;0,092
514;186,000;0,068
515;186,000;0,063
516;186,000;0,067
517;186,000;0,076
518;186,000;0,065
519;186,000;0,079
520;186,000;0,093
514;187,000;0,067
515;187,000;0,062
516;187,000;0,067
517;187,000;0,075
518;187,000;0,064
519;187,000;0,077
520;187,000;0,091
514;188,000;0,066
515;188,000;0,061
516;188,000;0,066
517;188,000;0,073
518;188,000;0,063
519;188,000;0,075
520;188,000;0,089
514;189,000;0,065
515;189,000;0,060
516;189,000;0,065
517;189,000;0,071
518;189,000;0,061
519;189,000;0,073
520;189,000;0,086
514;190,000;0,064
515;190,000;0,059
516;190,000;0,063
517;190,000;0,070
518;190,000;0,060
519;190,000;0,072
520;190,000;0,083
514;191,000;0,063
515;191,000;0,058
516;191,000;0,062
517;191,000;0,069
518;191,000;0,059
519;191,000;0,071
520;191,000;0,082
514;192,000;0,062
515;192,000;0,058
516;192,000;0,061
517;192,000;0,067
518;192,000;0,058
519;192,000;0,070
520;192,000;0,080
514;193,000;0,061
515;193,000;0,057
516;193,000;0,060
517;193,000;0,065
518;193,000;0,057
519;193,000;0,069
520;193,000;0,078
514;194,000;0,061
515;194,000;0,056
516;194,000;0,059
517;194,000;0,064
518;194,000;0,057
519;194,000;0,068
520;194,000;0,077
514;195,000;0,060
515;195,000;0,056
516;195,000;0,058
517;195,000;0,062
518;195,000;0,057
519;195,000;0,068
520;195,000;0,077
514;196,000;0,060
515;196,000;0,056
516;196,000;0,058
517;196,000;0,061
518;196,000;0,056
519;196,000;0,067
520;196,000;0,077
514;197,000;0,059
515;197,000;0,056
516;197,000;0,058
517;197,000;0,060
518;197,000;0,056
519;197,000;0,067
520;197,000;0,077
514;198,000;0,059
515;198,000;0,057
516;198,000;0,058
517;198,000;0,060
518;198,000;0,057
519;198,000;0,067
520;198,000;0,078
514;199,000;0,059
515;199,000;0,058
516;199,000;0,058
517;199,000;0,060
518;199,000;0,057
519;199,000;0,066
520;199,000;0,078
514;200,000;0,058
515;200,000;0,059
516;200,000;0,058
517;200,000;0,060
518;200,000;0,057
519;200,000;0,066
520;200,000;0,078
514;201,000;0,058
515;201,000;0,059
516;201,000;0,058
517;201,000;0,060
518;201,000;0,058
519;201,000;0,066
520;201,000;0,079
514;202,000;0,059
515;202,000;0,059
516;202,000;0,059
517;202,000;0,060
518;202,000;0,059
519;202,000;0,067
520;202,000;0,081
514;203,000;0,059
515;203,000;0,058
516;203,000;0,060
517;203,000;0,061
518;203,000;0,060
519;203,000;0,066
520;203,000;0,082
514;204,000;0,060
515;204,000;0,058
516;204,000;0,060
517;204,000;0,061
518;204,000;0,061
519;204,000;0,067
520;204,000;0,085
514;205,000;0,060
515;205,000;0,058
516;205,000;0,061
517;205,000;0,062
518;205,000;0,062
519;205,000;0,067
520;205,000;0,087
514;206,000;0,061
515;206,000;0,058
516;206,000;0,062
517;206,000;0,064
518;206,000;0,063
519;206,000;0,068
520;206,000;0,091
514;207,000;0,062
515;207,000;0,058
516;207,000;0,063
517;207,000;0,065
518;207,000;0,064
519;207,000;0,068
520;207,000;0,092
514;208,000;0,062
515;208,000;0,058
516;208,000;0,063
517;208,000;0,066
518;208,000;0,064
519;208,000;0,068
520;208,000;0,094
514;209,000;0,061
515;209,000;0,058
516;209,000;0,063
517;209,000;0,066
518;209,000;0,064
519;209,000;0,067
520;209,000;0,094
514;210,000;0,060
515;210,000;0,057
516;210,000;0,063
517;210,000;0,065
518;210,000;0,062
519;210,000;0,066
520;210,000;0,094
514;211,000;0,059
515;211,000;0,056
516;211,000;0,063
517;211,000;0,064
518;211,000;0,061
519;211,000;0,065
520;211,000;0,093
514;212,000;0,058
515;212,000;0,055
516;212,000;0,061
517;212,000;0,063
518;212,000;0,060
519;212,000;0,066
520;212,000;0,091
514;213,000;0,058
515;213,000;0,054
516;213,000;0,060
517;213,000;0,061
518;213,000;0,059
519;213,000;0,066
520;213,000;0,088
514;214,000;0,058
515;214,000;0,054
516;214,000;0,058
517;214,000;0,059
518;214,000;0,059
519;214,000;0,068
520;214,000;0,084
514;215,000;0,058
515;215,000;0,054
516;215,000;0,057
517;215,000;0,059
518;215,000;0,059
519;215,000;0,069
520;215,000;0,081
514;216,000;0,058
515;216,000;0,053
516;216,000;0,056
517;216,000;0,058
518;216,000;0,058
519;216,000;0,069
520;216,000;0,078
514;217,000;0,059
515;217,000;0,054
516;217,000;0,056
517;217,000;0,059
518;217,000;0,058
519;217,000;0,070
520;217,000;0,078
514;218,000;0,060
515;218,000;0,054
516;218,000;0,055
517;218,000;0,059
518;218,000;0,058
519;218,000;0,071
520;218,000;0,078
514;219,000;0,061
515;219,000;0,054
516;219,000;0,055
517;219,000;0,060
518;219,000;0,059
519;219,000;0,071
520;219,000;0,078
514;220,000;0,061
515;220,000;0,055
516;220,000;0,055
517;220,000;0,060
518;220,000;0,059
519;220,000;0,073
520;220,000;0,078
514;221,000;0,062
515;221,000;0,055
516;221,000;0,055
517;221,000;0,060
518;221,000;0,060
519;221,000;0,074
520;221,000;0,079
514;222,000;0,063
515;222,000;0,056
516;222,000;0,055
517;222,000;0,061
518;222,000;0,061
519;222,000;0,075
520;222,000;0,079
514;223,000;0,063
515;223,000;0,056
516;223,000;0,055
517;223,000;0,061
518;223,000;0,062
519;223,000;0,074
520;223,000;0,079
514;224,000;0,063
515;224,000;0,057
516;224,000;0,055
517;224,000;0,061
518;224,000;0,062
519;224,000;0,075
520;224,000;0,079
514;225,000;0,063
515;225,000;0,057
516;225,000;0,055
517;225,000;0,061
518;225,000;0,063
519;225,000;0,076
520;225,000;0,079
514;226,000;0,064
515;226,000;0,057
516;226,000;0,056
517;226,000;0,062
518;226,000;0,064
519;226,000;0,078
520;226,000;0,078
514;227,000;0,064
515;227,000;0,058
516;227,000;0,057
517;227,000;0,064
518;227,000;0,066
519;227,000;0,081
520;227,000;0,080
514;228,000;0,065
515;228,000;0,059
516;228,000;0,058
517;228,000;0,066
518;228,000;0,068
519;228,000;0,082
520;228,000;0,080
514;229,000;0,067
515;229,000;0,061
516;229,000;0,059
517;229,000;0,069
518;229,000;0,070
519;229,000;0,085
520;229,000;0,083
514;230,000;0,068
515;230,000;0,063
516;230,000;0,060
517;230,000;0,071
518;230,000;0,073
519;230,000;0,087
520;230,000;0,087
514;231,000;0,069
515;231,000;0,064
516;231,000;0,061
517;231,000;0,072
518;231,000;0,075
519;231,000;0,089
520;231,000;0,090
514;232,000;0,070
515;232,000;0,065
516;232,000;0,062
517;232,000;0,074
518;232,000;0,077
519;232,000;0,091
520;232,000;0,092
514;233,000;0,069
515;233,000;0,066
516;233,000;0,062
517;233,000;0,074
518;233,000;0,079
519;233,000;0,093
520;233,000;0,093
514;234,000;0,069
515;234,000;0,066
516;234,000;0,062
517;234,000;0,074
518;234,000;0,081
519;234,000;0,094
520;234,000;0,093
514;235,000;0,068
515;235,000;0,066
516;235,000;0,062
517;235,000;0,073
518;235,000;0,083
519;235,000;0,096
520;235,000;0,091
514;236,000;0,068
515;236,000;0,066
516;236,000;0,062
517;236,000;0,072
518;236,000;0,085
519;236,000;0,097
520;236,000;0,092
514;237,000;0,068
515;237,000;0,065
516;237,000;0,062
517;237,000;0,071
518;237,000;0,087
519;237,000;0,098
520;237,000;0,092
514;238,000;0,067
515;238,000;0,064
516;238,000;0,063
517;238,000;0,071
518;238,000;0,089
519;238,000;0,099
520;238,000;0,093
514;239,000;0,067
515;239,000;0,064
516;239,000;0,064
517;239,000;0,071
518;239,000;0,091
519;239,000;0,099
520;239,000;0,094
514;240,000;0,068
515;240,000;0,065
516;240,000;0,066
517;240,000;0,072
518;240,000;0,092
519;240,000;0,099
520;240,000;0,097
514;241,000;0,068
515;241,000;0,065
516;241,000;0,069
517;241,000;0,074
518;241,000;0,093
519;241,000;0,100
520;241,000;0,101
514;242,000;0,069
515;242,000;0,066
516;242,000;0,072
517;242,000;0,076
518;242,000;0,093
519;242,000;0,100
520;242,000;0,106
514;243,000;0,071
515;243,000;0,070
516;243,000;0,075
517;243,000;0,080
518;243,000;0,095
519;243,000;0,096
520;243,000;0,114
514;244,000;0,073
515;244,000;0,073
516;244,000;0,078
517;244,000;0,083
518;244,000;0,095
519;244,000;0,095
520;244,000;0,119
514;245,000;0,076
515;245,000;0,075
516;245,000;0,081
517;245,000;0,085
518;245,000;0,095
519;245,000;0,095
520;245,000;0,124
514;246,000;0,079
515;246,000;0,078
516;246,000;0,082
517;246,000;0,086
518;246,000;0,094
519;246,000;0,096
520;246,000;0,127
514;247,000;0,080
515;247,000;0,080
516;247,000;0,082
517;247,000;0,086
518;247,000;0,093
519;247,000;0,095
520;247,000;0,126
514;248,000;0,083
515;248,000;0,083
516;248,000;0,082
517;248,000;0,085
518;248,000;0,092
519;248,000;0,092
520;248,000;0,126
514;249,000;0,084
515;249,000;0,086
516;249,000;0,080
517;249,000;0,084
518;249,000;0,090
519;249,000;0,090
520;249,000;0,125
514;250,000;0,086
515;250,000;0,089
516;250,000;0,077
517;250,000;0,082
518;250,000;0,086
519;250,000;0,085
520;250,000;0,123
514;251,000;0,089
515;251,000;0,090
516;251,000;0,075
517;251,000;0,080
518;251,000;0,085
519;251,000;0,083
520;251,000;0,122
514;252,000;0,091
515;252,000;0,092
516;252,000;0,073
517;252,000;0,079
518;252,000;0,081
519;252,000;0,081
520;252,000;0,119
514;253,000;0,092
515;253,000;0,093
516;253,000;0,071
517;253,000;0,077
518;253,000;0,078
519;253,000;0,080
520;253,000;0,116
514;254,000;0,093
515;254,000;0,093
516;254,000;0,069
517;254,000;0,076
518;254,000;0,074
519;254,000;0,078
520;254,000;0,112
514;255,000;0,095
515;255,000;0,093
516;255,000;0,068
517;255,000;0,075
518;255,000;0,071
519;255,000;0,077
520;255,000;0,112
514;256,000;0,097
515;256,000;0,094
516;256,000;0,068
517;256,000;0,075
518;256,000;0,070
519;256,000;0,077
520;256,000;0,111
514;257,000;0,098
515;257,000;0,093
516;257,000;0,067
517;257,000;0,074
518;257,000;0,068
519;257,000;0,076
520;257,000;0,112
514;258,000;0,101
515;258,000;0,094
516;258,000;0,068
517;258,000;0,076
518;258,000;0,067
519;258,000;0,077
520;258,000;0,112
514;259,000;0,101
515;259,000;0,093
516;259,000;0,068
517;259,000;0,076
518;259,000;0,066
519;259,000;0,077
520;259,000;0,110
514;260,000;0,103
515;260,000;0,094
516;260,000;0,068
517;260,000;0,078
518;260,000;0,066
519;260,000;0,079
520;260,000;0,112
514;261,000;0,101
515;261,000;0,093
516;261,000;0,068
517;261,000;0,078
518;261,000;0,066
519;261,000;0,079
520;261,000;0,110
514;262,000;0,102
515;262,000;0,094
516;262,000;0,069
517;262,000;0,080
518;262,000;0,066
519;262,000;0,080
520;262,000;0,111
514;263,000;0,103
515;263,000;0,095
516;263,000;0,070
517;263,000;0,080
518;263,000;0,067
519;263,000;0,081
520;263,000;0,114
514;264,000;0,102
515;264,000;0,094
516;264,000;0,071
517;264,000;0,081
518;264,000;0,068
519;264,000;0,081
520;264,000;0,116
514;265,000;0,101
515;265,000;0,092
516;265,000;0,072
517;265,000;0,082
518;265,000;0,068
519;265,000;0,082
520;265,000;0,116
514;266,000;0,099
515;266,000;0,091
516;266,000;0,072
517;266,000;0,083
518;266,000;0,069
519;266,000;0,083
520;266,000;0,116
514;267,000;0,098
515;267,000;0,089
516;267,000;0,073
517;267,000;0,084
518;267,000;0,070
519;267,000;0,085
520;267,000;0,118
514;268,000;0,097
515;268,000;0,087
516;268,000;0,072
517;268,000;0,086
518;268,000;0,070
519;268,000;0,086
520;268,000;0,120
514;269,000;0,097
515;269,000;0,087
516;269,000;0,073
517;269,000;0,088
518;269,000;0,072
519;269,000;0,088
520;269,000;0,122
514;270,000;0,096
515;270,000;0,087
516;270,000;0,074
517;270,000;0,089
518;270,000;0,074
519;270,000;0,090
520;270,000;0,122
514;271,000;0,096
515;271,000;0,086
516;271,000;0,075
517;271,000;0,089
518;271,000;0,075
519;271,000;0,092
520;271,000;0,122
514;272,000;0,095
515;272,000;0,085
516;272,000;0,075
517;272,000;0,089
518;272,000;0,077
519;272,000;0,094
520;272,000;0,121
514;273,000;0,094
515;273,000;0,085
516;273,000;0,074
517;273,000;0,088
518;273,000;0,077
519;273,000;0,095
520;273,000;0,121
514;274,000;0,092
515;274,000;0,084
516;274,000;0,074
517;274,000;0,087
518;274,000;0,076
519;274,000;0,096
520;274,000;0,120
514;275,000;0,089
515;275,000;0,083
516;275,000;0,072
517;275,000;0,087
518;275,000;0,074
519;275,000;0,095
520;275,000;0,119
514;276,000;0,087
515;276,000;0,081
516;276,000;0,072
517;276,000;0,086
518;276,000;0,072
519;276,000;0,093
520;276,000;0,118
514;277,000;0,084
515;277,000;0,078
516;277,000;0,072
517;277,000;0,085
518;277,000;0,070
519;277,000;0,091
520;277,000;0,117
514;278,000;0,083
515;278,000;0,076
516;278,000;0,072
517;278,000;0,085
518;278,000;0,069
519;278,000;0,089
520;278,000;0,116
514;279,000;0,083
515;279,000;0,075
516;279,000;0,073
517;279,000;0,084
518;279,000;0,069
519;279,000;0,088
520;279,000;0,115
514;280,000;0,083
515;280,000;0,075
516;280,000;0,073
517;280,000;0,084
518;280,000;0,069
519;280,000;0,089
520;280,000;0,115
514;281,000;0,085
515;281,000;0,076
516;281,000;0,075
517;281,000;0,085
518;281,000;0,070
519;281,000;0,091
520;281,000;0,115
514;282,000;0,086
515;282,000;0,076
516;282,000;0,076
517;282,000;0,086
518;282,000;0,071
519;282,000;0,092
520;282,000;0,117
514;283,000;0,089
515;283,000;0,077
516;283,000;0,077
517;283,000;0,087
518;283,000;0,073
519;283,000;0,095
520;283,000;0,123
514;284,000;0,089
515;284,000;0,076
516;284,000;0,077
517;284,000;0,086
518;284,000;0,074
519;284,000;0,094
520;284,000;0,120
514;285,000;0,089
515;285,000;0,076
516;285,000;0,077
517;285,000;0,085
518;285,000;0,074
519;285,000;0,094
520;285,000;0,122
514;286,000;0,087
515;286,000;0,075
516;286,000;0,075
517;286,000;0,083
518;286,000;0,072
519;286,000;0,093
520;286,000;0,117
514;287,000;0,084
515;287,000;0,073
516;287,000;0,073
517;287,000;0,080
518;287,000;0,070
519;287,000;0,089
520;287,000;0,113
514;288,000;0,081
515;288,000;0,071
516;288,000;0,072
517;288,000;0,077
518;288,000;0,068
519;288,000;0,086
520;288,000;0,110
514;289,000;0,079
515;289,000;0,069
516;289,000;0,070
517;289,000;0,076
518;289,000;0,065
519;289,000;0,083
520;289,000;0,111
514;290,000;0,077
515;290,000;0,069
516;290,000;0,069
517;290,000;0,073
518;290,000;0,064
519;290,000;0,080
520;290,000;0,107
514;291,000;0,076
515;291,000;0,068
516;291,000;0,069
517;291,000;0,072
518;291,000;0,062
519;291,000;0,079
520;291,000;0,109
514;292,000;0,074
515;292,000;0,068
516;292,000;0,068
517;292,000;0,070
518;292,000;0,062
519;292,000;0,078
520;292,000;0,105
514;293,000;0,072
515;293,000;0,069
516;293,000;0,067
517;293,000;0,068
518;293,000;0,061
519;293,000;0,076
520;293,000;0,100
514;294,000;0,069
515;294,000;0,066
516;294,000;0,064
517;294,000;0,065
518;294,000;0,061
519;294,000;0,074
520;294,000;0,094
514;295,000;0,066
515;295,000;0,064
516;295,000;0,062
517;295,000;0,062
518;295,000;0,059
519;295,000;0,073
520;295,000;0,089
514;296,000;0,063
515;296,000;0,062
516;296,000;0,059
517;296,000;0,059
518;296,000;0,058
519;296,000;0,071
520;296,000;0,083
514;297,000;0,062
515;297,000;0,060
516;297,000;0,058
517;297,000;0,058
518;297,000;0,057
519;297,000;0,070
520;297,000;0,082
514;298,000;0,062
515;298,000;0,058
516;298,000;0,056
517;298,000;0,057
518;298,000;0,056
519;298,000;0,070
520;298,000;0,080
514;299,000;0,062
515;299,000;0,058
516;299,000;0,056
517;299,000;0,057
518;299,000;0,056
519;299,000;0,070
520;299,000;0,078
514;300,000;0,063
515;300,000;0,058
516;300,000;0,055
517;300,000;0,056
518;300,000;0,056
519;300,000;0,070
520;300,000;0,077
514;301,000;0,062
515;301,000;0,057
516;301,000;0,055
517;301,000;0,056
518;301,000;0,056
519;301,000;0,070
520;301,000;0,074
514;302,000;0,063
515;302,000;0,057
516;302,000;0,054
517;302,000;0,056
518;302,000;0,055
519;302,000;0,070
520;302,000;0,074
514;303,000;0,062
515;303,000;0,057
516;303,000;0,054
517;303,000;0,056
518;303,000;0,055
519;303,000;0,069
520;303,000;0,071
514;304,000;0,062
515;304,000;0,057
516;304,000;0,054
517;304,000;0,056
518;304,000;0,054
519;304,000;0,068
520;304,000;0,070
514;305,000;0,060
515;305,000;0,057
516;305,000;0,053
517;305,000;0,056
518;305,000;0,054
519;305,000;0,065
520;305,000;0,068
514;306,000;0,060
515;306,000;0,056
516;306,000;0,053
517;306,000;0,055
518;306,000;0,054
519;306,000;0,064
520;306,000;0,067
514;307,000;0,059
515;307,000;0,055
516;307,000;0,053
517;307,000;0,055
518;307,000;0,054
519;307,000;0,062
520;307,000;0,066
514;308,000;0,058
515;308,000;0,054
516;308,000;0,052
517;308,000;0,054
518;308,000;0,054
519;308,000;0,060
520;308,000;0,065
514;309,000;0,057
515;309,000;0,054
516;309,000;0,052
517;309,000;0,054
518;309,000;0,054
519;309,000;0,058
520;309,000;0,064
514;310,000;0,055
515;310,000;0,053
516;310,000;0,052
517;310,000;0,053
518;310,000;0,053
519;310,000;0,056
520;310,000;0,064
514;311,000;0,055
515;311,000;0,052
516;311,000;0,052
517;311,000;0,054
518;311,000;0,053
519;311,000;0,055
520;311,000;0,062
514;312,000;0,054
515;312,000;0,052
516;312,000;0,052
517;312,000;0,053
518;312,000;0,053
519;312,000;0,055
520;312,000;0,061
514;313,000;0,054
515;313,000;0,051
516;313,000;0,052
517;313,000;0,053
518;313,000;0,053
519;313,000;0,054
520;313,000;0,060
514;314,000;0,053
515;314,000;0,051
516;314,000;0,051
517;314,000;0,053
518;314,000;0,052
519;314,000;0,054
520;314,000;0,059
514;315,000;0,053
515;315,000;0,051
516;315,000;0,051
517;315,000;0,053
518;315,000;0,052
519;315,000;0,053
520;315,000;0,058
514;316,000;0,053
515;316,000;0,051
516;316,000;0,051
517;316,000;0,053
518;316,000;0,052
519;316,000;0,053
520;316,000;0,057
514;317,000;0,053
515;317,000;0,051
516;317,000;0,051
517;317,000;0,053
518;317,000;0,051
519;317,000;0,053
520;317,000;0,057
514;318,000;0,053
515;318,000;0,051
516;318,000;0,051
517;318,000;0,053
518;318,000;0,051
519;318,000;0,053
520;318,000;0,056
514;319,000;0,053
515;319,000;0,051
516;319,000;0,051
517;319,000;0,053
518;319,000;0,051
519;319,000;0,053
520;319,000;0,056
514;320,000;0,053
515;320,000;0,051
516;320,000;0,051
517;320,000;0,053
518;320,000;0,051
519;320,000;0,053
520;320,000;0,055
514;321,000;0,052
515;321,000;0,051
516;321,000;0,051
517;321,000;0,053
518;321,000;0,051
519;321,000;0,053
520;321,000;0,055
514;322,000;0,052
515;322,000;0,051
516;322,000;0,052
517;322,000;0,053
518;322,000;0,051
519;322,000;0,053
520;322,000;0,055
514;323,000;0,052
515;323,000;0,051
516;323,000;0,052
517;323,000;0,053
518;323,000;0,051
519;323,000;0,053
520;323,000;0,054
514;324,000;0,053
515;324,000;0,052
516;324,000;0,052
517;324,000;0,053
518;324,000;0,052
519;324,000;0,053
520;324,000;0,054
514;325,000;0,053
515;325,000;0,052
516;325,000;0,052
517;325,000;0,053
518;325,000;0,052
519;325,000;0,053
520;325,000;0,054
514;326,000;0,053
515;326,000;0,052
516;326,000;0,052
517;326,000;0,053
518;326,000;0,052
519;326,000;0,054
520;326,000;0,054
514;327,000;0,053
515;327,000;0,052
516;327,000;0,052
517;327,000;0,053
518;327,000;0,052
519;327,000;0,054
520;327,000;0,054
514;328,000;0,053
515;328,000;0,052
516;328,000;0,052
517;328,000;0,053
518;328,000;0,052
519;328,000;0,054
520;328,000;0,054
514;329,000;0,053
515;329,000;0,053
516;329,000;0,053
517;329,000;0,053
518;329,000;0,053
519;329,000;0,054
520;329,000;0,054
514;330,000;0,053
515;330,000;0,053
516;330,000;0,053
517;330,000;0,053
518;330,000;0,053
519;330,000;0,054
520;330,000;0,054
514;331,000;0,053
515;331,000;0,053
516;331,000;0,053
517;331,000;0,053
518;331,000;0,053
519;331,000;0,055
520;331,000;0,054
514;332,000;0,053
515;332,000;0,053
516;332,000;0,053
517;332,000;0,053
518;332,000;0,053
519;332,000;0,055
520;332,000;0,054
514;333,000;0,054
515;333,000;0,053
516;333,000;0,053
517;333,000;0,053
518;333,000;0,053
519;333,000;0,055
520;333,000;0,054
514;334,000;0,054
515;334,000;0,053
516;334,000;0,053
517;334,000;0,054
518;334,000;0,053
519;334,000;0,055
520;334,000;0,054
514;335,000;0,054
515;335,000;0,054
516;335,000;0,054
517;335,000;0,054
518;335,000;0,054
519;335,000;0,055
520;335,000;0,054
514;336,000;0,054
515;336,000;0,054
516;336,000;0,054
517;336,000;0,054
518;336,000;0,054
519;336,000;0,055
520;336,000;0,055
514;337,000;0,054
515;337,000;0,054
516;337,000;0,054
517;337,000;0,054
518;337,000;0,054
519;337,000;0,056
520;337,000;0,055
514;338,000;0,054
515;338,000;0,054
516;338,000;0,054
517;338,000;0,054
518;338,000;0,054
519;338,000;0,056
520;338,000;0,055
514;339,000;0,055
515;339,000;0,054
516;339,000;0,054
517;339,000;0,054
518;339,000;0,054
519;339,000;0,056
520;339,000;0,055
514;340,000;0,055
515;340,000;0,055
516;340,000;0,055
517;340,000;0,055
518;340,000;0,055
519;340,000;0,056
520;340,000;0,055
514;341,000;0,055
515;341,000;0,055
516;341,000;0,055
517;341,000;0,055
518;341,000;0,055
519;341,000;0,056
520;341,000;0,055
514;342,000;0,055
515;342,000;0,055
516;342,000;0,055
517;342,000;0,055
518;342,000;0,055
519;342,000;0,057
520;342,000;0,055
514;343,000;0,056
515;343,000;0,055
516;343,000;0,055
517;343,000;0,056
518;343,000;0,056
519;343,000;0,057
520;343,000;0,055
514;344,000;0,056
515;344,000;0,056
516;344,000;0,056
517;344,000;0,056
518;344,000;0,056
519;344,000;0,057
520;344,000;0,055
514;345,000;0,056
515;345,000;0,056
516;345,000;0,056
517;345,000;0,056
518;345,000;0,056
519;345,000;0,058
520;345,000;0,056
514;346,000;0,057
515;346,000;0,057
516;346,000;0,057
517;346,000;0,057
518;346,000;0,057
519;346,000;0,058
520;346,000;0,056
514;347,000;0,057
515;347,000;0,057
516;347,000;0,057
517;347,000;0,057
518;347,000;0,057
519;347,000;0,058
520;347,000;0,056
514;348,000;0,057
515;348,000;0,058
516;348,000;0,058
517;348,000;0,058
518;348,000;0,057
519;348,000;0,059
520;348,000;0,057
514;349,000;0,058
515;349,000;0,058
516;349,000;0,059
517;349,000;0,058
518;349,000;0,058
519;349,000;0,059
520;349,000;0,057
514;350,000;0,059
515;350,000;0,059
516;350,000;0,059
517;350,000;0,059
518;350,000;0,058
519;350,000;0,060
520;350,000;0,058
514;351,000;0,059
515;351,000;0,059
516;351,000;0,060
517;351,000;0,059
518;351,000;0,059
519;351,000;0,060
520;351,000;0,058
514;352,000;0,060
515;352,000;0,060
516;352,000;0,060
517;352,000;0,060
518;352,000;0,060
519;352,000;0,060
520;352,000;0,059
514;353,000;0,060
515;353,000;0,061
516;353,000;0,061
517;353,000;0,061
518;353,000;0,060
519;353,000;0,061
520;353,000;0,059
514;354,000;0,061
515;354,000;0,061
516;354,000;0,062
517;354,000;0,061
518;354,000;0,061
519;354,000;0,061
520;354,000;0,059
514;355,000;0,062
515;355,000;0,062
516;355,000;0,062
517;355,000;0,062
518;355,000;0,061
519;355,000;0,062
520;355,000;0,060
514;356,000;0,062
515;356,000;0,063
516;356,000;0,063
517;356,000;0,062
518;356,000;0,062
519;356,000;0,062
520;356,000;0,060
514;357,000;0,063
515;357,000;0,063
